# Pokemon Insurgence Learnset Data  (generated by generate_data_from_game.py)
# Uses game-internal move IDs matching move_data.txt
# species_id | level:move_id level:move_id ...
823 | 1:167 1:353 5:419 10:416 13:466 18:173
824 | 1:167 1:317 5:368 7:687 10:310 13:683 18:173 21:172 23:359 26:160 29:161 34:159 37:163 42:627 45:466 50:156 53:169 58:154
825 | 1:167 1:317 1:310 1:627
826 | 1:181 1:400 4:687 8:306 11:185 15:389 18:320 22:178 25:390 29:44 32:313 36:183 39:45 43:186
827 | 1:181 1:400 1:687 1:306 4:400 8:306 11:185 15:389 18:320 22:178 25:390 29:44 32:313 36:183 39:45 43:186
828 | 1:208 1:351 6:167 11:369 14:205 17:121 22:166 27:202 30:33 33:506 38:215 43:159 46:222 49:6 54:154 57:191
829 | 1:191 1:154 1:387 1:193 1:208 1:369 1:167 1:351 6:167 11:369 14:205 17:121 22:166 27:202 30:33 33:506 38:215 43:159 46:222 49:6 54:154 57:191
830 | 1:696 1:394 1:439 1:303 1:434 1:374 5:444 10:28 14:295 19:522 23:530 25:431 28:276 32:520 37:24 41:447 46:45 50:429
831 | 1:511 1:643 1:466 1:11 4:551 7:401 10:33 13:320 16:555 19:550 22:14 25:47 28:557 31:293 34:4 37:384 40:361 43:539 46:255 49:695
832 | 1:239 1:361 1:319 1:327 1:706 5:121 9:288 12:119 16:364 20:493 23:115 27:531 31:490 34:532 38:527 42:84 45:488 45:473 49:90 53:239
833 | 1:146 6:374 10:230 14:434 18:148 22:364 26:141 30:511 34:228 38:111 42:139 46:263 50:125
834 | 1:427 1:224 1:146 1:230 1:326 1:434 6:326 10:230 14:434 18:148 22:364 25:141 28:342 34:511 40:228 46:87 52:139 58:263 64:125
835 | 1:303 1:374 5:507 8:61 12:319 15:28 19:514 22:509 26:185 29:506 33:24 36:379 40:504 43:53
836 | 1:303 1:374 1:507 5:507 8:61 12:319 15:28 19:514 22:509 26:185 29:506 36:24 42:379 49:504 55:53
837 | 1:707 1:40 1:104 1:712 1:303 1:109 1:507 1:374 5:507 8:61 12:319 15:28 19:514 22:509 26:185 29:506 36:24 42:379 49:504 55:53 62:262 65:707
838 | 1:525 1:374 5:551 8:258 12:29 15:553 19:285 22:548 26:184 29:541 33:550 36:530 40:539 43:536
839 | 1:525 1:374 1:551 5:551 8:258 12:29 15:553 19:285 22:548 26:184 29:541 36:550 42:530 49:539 55:536
840 | 1:93 1:525 1:374 1:551 1:258 5:551 8:258 12:29 15:522 19:111 22:548 26:184 29:541 36:529 42:530 49:518 55:536 62:263
841 | 1:462 3:496 6:464 9:551 12:494 15:362 18:460 21:548 24:343 27:454 30:556 33:465 36:553
842 | 1:462 3:496 6:464 9:551 12:484 16:306 20:460 24:548 28:485 32:454 36:93 40:450 44:535
843 | 1:462 1:496 1:548 1:485
844 | 1:327 3:363 9:81 15:78 21:681 27:469 33:654
845 | 1:327 3:214 6:81 9:78 12:306 14:76 16:213 20:72 24:157 28:71 32:414 36:69
846 | 1:157 1:482 1:76 1:45 20:73 32:313 44:65
847 | 1:374 1:309 4:367 6:507 9:146 11:321 14:121 16:508 19:148 21:306 24:511 26:35 29:140 31:151 34:37 36:109 39:133 41:504 44:138 46:379
848 | 1:192 1:35 1:49 1:368 1:181 1:208 5:41 9:28 13:417 17:204 21:31 25:216 29:24 33:369 37:682 41:679 45:35 49:192
849 | 1:303 1:441 4:62 7:141 10:525 13:143 16:515 19:397 22:520 25:136 28:59 31:532 34:517 37:531 40:261 43:530 46:129 49:529
850 | 1:303 1:441 1:143 1:62 4:62 7:141 10:525 13:143 16:515 19:397 22:520 25:136 28:59 31:532 35:517 39:531 43:261 47:530 51:129 55:529
851 | 1:303 1:441 1:143 1:62 4:62 7:141 10:525 13:143 16:515 19:397 22:520 25:136 28:59 31:532 35:528 39:531 42:149 45:261 51:530 57:129 63:529
852 | 1:309 4:687 7:678 9:41 12:237 15:234 17:683 20:333 23:425 25:380 28:92 31:228 33:377 36:694 39:641 41:406 44:387
853 | 1:627 1:93 1:198 1:455 1:309 1:687 1:41 1:678 4:687 7:678 9:41 12:237 15:234 17:683 20:333 23:425 25:380 28:92 31:228 33:377 36:694 42:641 47:406 53:387
854 | 1:374 1:303 5:432 8:444 12:179 15:433 19:441 22:699 26:429 29:185 31:274 39:446 46:428 52:693 59:187
855 | 1:186 1:427 1:374 1:303 1:432 1:444 5:432 8:444 12:179 15:433 19:441 22:699 26:429 29:185 31:274 33:710 39:446 46:428 52:427 59:186
856 | 1:688 1:687 1:368 1:150 1:310 4:372 7:146 10:360 13:685 16:683 19:148 22:356 25:420 28:353 31:654 34:347 37:425 40:9 43:128 46:17 49:362
857 | 1:688 1:687 1:368 1:257 1:310 4:372 7:253 10:360 13:685 16:683 19:246 22:356 25:421 28:353 31:654 34:347 37:425 40:159 43:242 46:17 49:362
858 | 1:169 4:368 7:167 10:254 13:166 16:115 19:246 22:259 25:423 29:276 33:646 37:173 41:249 45:156 49:154 53:256
859 | 1:256 1:169 1:368 1:167 1:254 4:368 7:167 10:254 13:166 16:115 19:246 22:259 25:423 29:276 33:249 37:173 44:646 51:156 58:154 65:256
860 | 1:410 15:181 30:187
861 | 1:699 1:180 4:189 7:185 11:462 14:183 17:179 21:390 24:379 27:453 31:393 34:692 37:184 41:186 44:470 47:175 51:93 55:463
862 | 1:552 1:61 1:531 1:59 50:402
863 | 1:59 1:28 5:316 11:36 14:62 16:142 19:75 23:26 26:54 29:63 34:24 39:539 45:442 50:53
864 | 1:59 1:683 5:353 9:385 11:642 14:62 16:416 19:453 23:376 26:54 29:63 34:627 39:539 45:442 50:53
865 | 1:8 1:20 5:234 15:19 30:704
866 | 1:447 1:8 1:435 1:229 20:435 20:229 23:33 26:699 29:351 32:225 35:446 38:4 41:466 44:223 47:704 50:427
867 | 1:447 1:8 1:435 1:229 20:435 20:229 23:33 26:699 29:351 32:225 35:446 38:4 41:466 44:223 45:265 52:704 60:427
868 | 1:265
869 | 1:514 1:265 1:509 1:207 20:509 20:207 23:33 26:209 29:217 32:199 35:399 38:198 41:512 44:503 47:369 50:501 60:638
870 | 1:514 1:196 1:509 1:207 20:509 20:207 23:33 26:209 29:217 32:199 35:399 38:198 41:512 44:503 45:648 52:369 60:501 65:638
871 | 1:486 1:410 1:117 1:366 6:361 10:374 13:331 16:108 23:461 26:347 33:45 36:90 43:378 46:353 50:494 56:92 63:424
872 | 1:424 1:157 1:120 1:115 1:391 1:366 1:410 1:117 1:486 6:361 13:337 16:108 23:461 26:347 33:466 36:90 43:344 46:376 53:494 56:85 63:424 66:455
873 | 1:366 1:28 1:361 6:364 11:487 15:31 19:356 24:515 29:22 47:45 50:116
874 | 1:278 1:235 1:25 1:24 1:366 1:232 1:121 1:28 6:364 11:487 15:38 19:425 24:122 29:233 33:40 37:513 42:24 47:470 51:231 55:25 60:235 65:278
875 | 1:303 3:439 8:145 10:370 15:148 17:506 22:143 24:414 29:434 31:224 36:139 38:425 43:137 45:129 47:125 50:42
876 | 1:303 1:439 1:145 3:439 8:145 10:370 15:148 17:506 22:143 24:414 29:434 31:224 36:139 41:425 49:137 54:129 58:125 62:42
877 | 1:357 5:439 8:408 12:33 15:391 19:148 23:511 28:143 32:401 37:7 41:503 43:129 46:273 50:502
878 | 1:357 1:510 1:439 1:408 5:439 8:408 12:33 15:391 19:148 22:512 23:511 28:143 32:401 37:7 41:503 43:129 46:273 50:502
879 | 1:1 1:357 1:510 1:439 1:408 5:439 8:408 12:33 15:391 19:148 23:511 28:143 30:294 33:401 39:7 44:503 47:129 50:273 55:502 65:334
880 | 1:554 4:441 8:555 10:259 13:146 17:393 19:546 22:151 26:141 28:395 31:391 35:542 37:362 40:556 44:344 46:645
881 | 1:554 1:555 1:146 1:393 10:184 28:21 46:536 50:138
882 | 1:678 4:685 8:170 10:353 13:167 17:172 19:683 22:423 26:166 28:169 31:680 35:654 37:362 40:173 44:344 46:154
883 | 1:678 1:170 1:167 1:172 10:416 28:466 46:93 50:627
884 | 1:181 3:370 7:510 10:47 14:177 16:379 19:187 24:200 25:506 28:329 31:692 33:389 37:179 40:505 46:475 48:185
885 | 1:181 1:370 1:510 1:47 3:370 7:510 10:47 14:177 16:379 19:187 24:200 25:506 28:329 31:692 34:389 39:179 43:505 50:475 53:185
886 | 1:181 1:370 1:47 1:510 3:370 7:510 10:47 14:177 16:379 19:187 24:200 25:506 28:329 31:692 34:389 39:179 41:178 45:505 54:475 59:185
887 | 1:181 3:36 6:183 9:397 11:29 14:180 17:399 19:379 22:32 25:188 27:275 30:186 33:37 35:151 39:187 42:25
888 | 1:181 3:36 6:183 9:397 11:29 14:180 17:399 19:379 22:32 25:188 27:275 30:186 33:37 35:692 39:151 47:187 54:25
889 | 1:108 1:533 1:344 1:510 1:525 3:363 6:370 10:7 13:522 15:380 18:530 22:33 26:78 29:347 33:529 38:519 42:71 45:375 48:518 50:526 55:533 57:344
890 | 1:437 5:205 7:369 11:217 13:321 17:432 19:411 19:339 19:415 23:202 24:447 29:430 31:293 35:197 37:216 41:335 43:696
891 | 1:216 1:205 1:217 1:369 5:205 7:369 11:217 13:321 17:432 19:411 19:415 19:339 23:202 24:447 29:430 31:293 38:197 43:216 50:335 55:696
892 | 1:309 5:678 7:417 11:259 13:253 17:287 19:425 23:654 24:680 29:289 31:246 35:641 37:402 41:330 43:262
893 | 1:530 1:678 1:417 1:259 1:309 5:678 7:417 11:259 13:253 17:287 19:425 23:654 24:680 29:289 31:246 34:525 38:641 43:402 50:330 55:262
894 | 1:439 1:391 5:350 9:444 13:522 17:434 21:531 25:423 29:261 33:530 37:520 41:693 45:390 49:260
895 | 1:439 1:391 1:350 1:444 5:350 9:444 13:522 17:434 21:531 25:423 29:261 33:530 34:399 39:531 45:693 51:390 57:260
896 | 1:146 4:310 7:419 10:151 13:143 15:145 16:33 19:359 22:29 26:645 30:196 34:150 38:360 42:25 46:45 50:139
897 | 1:303 4:687 8:685 13:678 16:296 20:290 25:417 28:109 32:654 37:461 40:353 44:641 49:276 52:406 56:88
898 | 1:88 1:89 1:303 1:687 1:416 1:683 4:687 8:416 13:683 16:296 20:290 25:417 28:109 32:654 37:455 40:391 44:641 49:98 52:406 56:262 60:89
899 | 1:182 6:374 8:181 12:41 15:183 18:358 20:29 24:399 28:180 32:556 35:379 39:545 43:25 45:186 50:185
900 | 1:182 1:374 1:181 1:41 6:374 8:181 12:41 15:183 18:358 20:29 24:399 28:180 32:556 35:379 43:545 49:25 54:186 62:185
901 | 1:146 1:678 3:363 5:259 7:147 10:353 13:683 16:475 20:141 24:480 28:654 33:424 38:139 43:698 49:627 55:385 61:126
902 | 1:146 1:678 1:363 1:259 3:363 5:259 7:147 10:353 13:683 16:475 20:141 24:480 28:654 33:424 38:139 45:698 53:627 61:385 69:126
903 | 1:385 1:259 1:353 1:141 1:654
904 | 1:311 4:374 7:28 10:553 13:550 16:399 20:435 24:248 28:24 32:466 36:49 41:539 46:418 50:268 56:536 61:262
905 | 1:311 1:374 1:28 1:553 4:374 7:28 10:553 13:550 16:399 20:435 24:248 28:24 32:466 36:49 42:539 48:418 54:268 60:536 66:262
906 | 1:525 1:536 1:311 1:374 1:28 1:553 4:374 7:28 10:553 13:526 16:399 20:435 24:248 28:24 32:530 36:49 42:539 48:528 50:418 58:529 66:536 74:262
907 | 1:303 1:526 1:531 5:103 9:527 13:108 17:120 21:280 25:520 30:90 35:119 40:530 45:91 50:86 55:84
908 | 1:100 1:84 1:303 1:526 1:531 1:103 5:103 9:527 13:108 17:120 21:280 25:520 30:90 35:119 40:530 43:528 50:91 60:86 70:84 75:100
909 | 1:427 1:533 1:303 1:522 1:438 6:523 11:699 16:553 21:209 26:47 31:519 36:25 41:93 44:45 47:429 50:375 50:67 50:133 61:427
910 | 1:28 1:236 4:442 9:435 12:438 17:229 20:325 25:431 28:24 32:224 38:367 42:427 48:433 50:693 58:272 62:223
911 | 1:28 1:236 1:442 1:435 4:442 9:435 12:438 17:229 20:325 25:431 28:24 32:224 38:367 42:427 48:433 50:313 55:693 64:272 71:223
912 | 1:142 1:248 1:75 1:223 1:272 1:28 1:435 1:442 1:236 4:442 9:435 12:438 17:229 20:325 25:431 28:24 32:224 38:367 42:427 48:433 55:693 64:284 68:272 79:223
913 | 1:33 1:399 10:440 20:32 30:434 40:29 50:432 60:25 70:429 80:316 90:53 100:427
914 | 1:650 1:55 1:93 1:154 1:447 1:428 1:427 1:53 1:173 1:25 1:433 1:33 1:399 1:167 1:438 10:438 20:167 30:699 40:423 50:177 59:93 59:650 59:55 60:428 70:25 80:447 90:154 100:260
915 | 1:368 1:210 5:237 10:551 13:234 15:276 18:555 20:207 26:537 30:228 34:200 38:150 41:387 44:395 47:393 50:195 57:263 65:536
916 | 1:557 1:368 1:210 5:237 10:551 13:234 15:276 18:555 20:207 26:537 30:228 34:200 38:150 43:387 46:395 50:393 56:195 63:263 74:536 77:557
917 | 1:234 1:551 5:312 9:237 13:548 18:230 25:556 28:228 32:441 38:537 42:223
918 | 1:234 1:551 5:312 9:237 13:548 18:230 25:556 28:228 32:441 38:537 47:223
919 | 1:304 1:342 1:234 1:551 5:312 9:237 13:548 18:230 25:556 28:228 32:441 38:537 47:223 50:539 55:696 63:304
920 | 1:260 1:327 1:232 1:361 1:699 7:232 13:361 19:699 25:384 31:506 37:513 43:223 49:91 55:393 61:264 67:235
921 | 1:260 1:327 1:548 1:361 1:699 7:548 13:361 19:699 25:384 31:506 37:556 43:538 49:91 55:393 61:264 67:535
922 | 1:260 1:327 1:146 1:361 1:699 7:146 13:361 19:699 25:384 31:506 37:150 43:139 49:91 55:393 61:264 67:125
923 | 1:34 6:310 11:48 16:479 21:362 26:382 31:465 36:31 43:45 50:654 57:453 64:26 71:484 78:641 85:22
924 | 1:155 1:173 1:169 1:259 1:167 6:678 10:250 15:398 19:166 25:281 29:466 35:545 46:156 50:171 55:304 68:45 75:154 85:155
925 | 1:726 1:640 9:375 16:460 24:80 31:355 39:384 43:708 46:452 54:530 61:65 69:640 76:726 84:471 91:465 99:606
