# Pokemon Insurgence Item Data (generated by generate_data_from_game.py)
# ID | SourceID | Name | Pocket | Price | Description | FieldUse | BattleUse | ItemType | MoveID | MachineType | MachineCategory
3 | 1 | Repel | Items | 350 | An item that prevents weak wild Pokémon from appearing for 100 steps after its use. | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1237 | 618 | RB: Seed Flare | TMs & HMs | 5000 | The Rare Box for the move Seed Flare. It can only be used once. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
1239 | 619 | RB: Mist Ball | TMs & HMs | 5000 | The Rare Box for the move Mist Ball. It can only be used. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
1241 | 620 | RB: Luster Purge | TMs & HMs | 5000 | The Rare Box for the move Luster Purge. It can only be used once. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
1243 | 621 | RB: Roar of Time | TMs & HMs | 5000 | The Rare Box for the move Roar of Time. It can only be used once. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
1245 | 622 | RB: Spacial Rend | TMs & HMs | 5000 | The Rare Box for the move Spacial Rend. It can only be used once. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
1247 | 623 | RB: Sacred Sword | TMs & HMs | 5000 | The Rare Box for the move Sacred Sword. It can only be used once. | Cannot be used from bag | Use as a Poke Ball | Regular | 0 | 100 | 101
1249 | 624 | RB: Dark Void | TMs & HMs | 5000 | The Rare Box for the move Dark Void. It can only be used once. | Cannot be used from bag | Direct battle use | Regular | 0 | 100 | 101
1251 | 625 | Scizorite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Scizor hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1253 | 626 | Garchompite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Garchomp hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1255 | 627 | Mawilite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Mawile hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1257 | 628 | Aerodactylite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Aerodactyl hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1259 | 629 | Lucarionite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Lucario hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1261 | 630 | Absolite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Absol hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1263 | 631 | Blastoisinite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Blastoise hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1265 | 632 | Charizardite X | Mail | 10000 | One variety of the mysterious Mega Stones. Have Charizard hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1267 | 633 | Venusaurite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Venusaur hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1269 | 634 | Blazikenite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Blaziken hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1271 | 635 | Mewtwonite Y | Mail | 10000 | One variety of the mysterious Mega Stones. Have Mewtwo hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1273 | 636 | Charizardite Y | Mail | 10000 | One variety of the mysterious Mega Stones. Have Charizard hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1275 | 637 | Mewtwonite X | Mail | 10000 | One variety of the mysterious Mega Stones. Have Mewtwo hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1277 | 638 | Gengarite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Gengar hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1279 | 639 | Gardevoirite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Gardevoir hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1281 | 640 | Pinsirite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Pinsir hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1283 | 641 | Heracronite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Heracross hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1285 | 642 | Alakazite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Alakazam hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1287 | 643 | Banettite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Banette hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1289 | 644 | Ampharosite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Ampharos hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1291 | 645 | Tyranitarite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Tyranitar hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1293 | 646 | Steelixite (Steel) | Mail | 10000 | One variety of the mysterious Mega Stones. Have Steelix hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1295 | 647 | Cacturnite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Cacturne hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1297 | 648 | Dugtrinite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Dugtrio hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1299 | 649 | Reuniclite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Reuniclus hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1301 | 650 | Sceptilite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Sceptile hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1303 | 651 | Swampertite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Swampert hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1305 | 652 | Bisharpite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Bisharp hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1307 | 653 | Old Golurkite | Items | 1000 | One variety of the mysterious Mega Stones. Have Golurk hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1309 | 654 | Aggronite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Aggron hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1187 | 593 | TM126 | TMs & HMs | 3000 | The user flashes a bright light that cuts the target's accuracy. It can also be used to illuminate dark caves. | Technical/hidden machine | Not usable in battle | Regular | 363 | 100 | 101
1313 | 656 | Time Caller | Key Items | 0 | An ancient device that seems to warp time. Replacement for HM Tesseract. | Use from bag | Not usable in battle | Key Item | 0 | 100 | 101
1315 | 657 | TM127 | TMs & HMs | 3000 | The user slugs the foe with a shattering punch. It can also smash cracked boulders. | Technical/hidden machine | Not usable in battle | Regular | 109 | 100 | 101
1317 | 658 | Golurkite | Items | 1000 | One variety of the mysterious Mega Stones. Have Golurk hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1319 | 659 | TM128 | TMs & HMs | 3000 | The user is roused, and its Attack and Sp. Atk stats increase. | Technical/hidden machine | Not usable in battle | Regular | 425 | 100 | 101
1321 | 660 | Abomasite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Abomasnow hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1323 | 661 | Azure Flute | Key Items | 0 | A flute that puts out echoing sounds that do not seem to be of this world. It is unknown who made it. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1325 | 662 | Tower Photograph | Key Items | 0 | A polaroid photo of a burning tower. What look like large birds are seen circling the tower. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1327 | 663 | Ability Capsule | Medicine | 1000 | It is said to be able to change the innate powers of a Pokemon. | Use on a Pokemon | Not usable in battle | Regular | 0 | 100 | 101
1329 | 664 | Typhlosionite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Typhlosion hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1331 | 665 | Feraligatite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Feraligatr hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1333 | 666 | Meganiumite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Meganium hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1335 | 667 | Gyaradosite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Gyarados hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1337 | 668 | Houndoominite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Houndoom hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1339 | 669 | Manectite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Manectric hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1341 | 670 | Medichamite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Medicham hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1343 | 671 | Kangaskhanite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Kangaskhan hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1345 | 672 | Crest of Aroma | Key Items | 0 | A small crest with the symbol of the Aroma Region. It grants its owner the same travel rights as the King. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1347 | 673 | Stargate | Key Items | 0 | A mysterious device that lets you travel through wormholes! | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1349 | 674 | Helixite | Items | 0 | One variety of the mysterious Mega Stones. Have Omanyte hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1351 | 675 | Crawdite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Crawdaunt hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1353 | 676 | EXP Share 2 | Key Items | 0 | An EXP share that can be turned on and off, spreading EXP to your entire team instead of just one member. | Use from bag | Not usable in battle | Key Item | 0 | 100 | 101
1355 | 677 | Weakness Policy | Items | 5000 | When the Pokemon holding this item is hit with a move it is weak to, its Attack and Special Attack increase. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1357 | 678 | Skeleton Key | Key Items | 0 | A secret key that opens secret doors. Replacement for TM Secret Power | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1359 | 679 | Tower Photograph | Key Items | 0 | A polaroid photo of a burning tower. What look like large birds are seen circling the tower. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1361 | 680 | Latiosite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Latios hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1363 | 681 | Latiasite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Latias hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1365 | 682 | Rainbow Wing | Key Items | 0 | A mystical feather of rainbow colours. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1367 | 683 | Silver Wing | Key Items | 0 | A strange, silver-coloured feather. | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1369 | 684 | Milotite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Milotic hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1371 | 685 | null | Items | 1000 | One variety of the mysterious Mega Stones. Have Politoed hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1373 | 686 | Nuzlocke Badge | Key Items | 0 | The owner of this badge made it through the Elite Four again on a Nuzlocke! | Cannot be used from bag | Not usable in battle | Key Item | 0 | 100 | 101
1375 | 687 | Assault Vest | Items | 4000 | An item to be held by a Pokémon. This offensive vest raises Sp. Def but prevents the use of status moves.  | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1377 | 688 | Sachet | Items | 2000 | A sachet filled with fragrant perfumes that are beloved by a certain Pokémon. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1379 | 689 | Whipped Dream | Items | 2000 | A soft and sweet treat made of whipped dream loved by Swirlix. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1381 | 690 | Blue Pack | Clothes | 2000 | A fantastic blue pack. It looks great! | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1383 | 691 | Magenta Pack | Clothes | 2000 | A fantastic magenta pack. It looks great! | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1385 | 692 | Orange Pack | Clothes | 2000 | A fantastic orange pack. It looks great! | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1387 | 693 | Red Pack | Clothes | 2000 | A fantastic red pack. It looks great! | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1389 | 694 | Yellow Pack | Clothes | 2000 | A fantastic yellow pack. It looks great! | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1391 | 695 | Black Pack | Clothes | 2000 | A fantastic black pack. It looks great! | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1393 | 696 | Headband | Clothes | 2000 | Bring out your inner ninja! This red band is the peak of fashion! | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1395 | 697 | Miner's Helmet | Clothes | 2000 | Protect yourself from falling rocks and debris with this helmet! | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1397 | 698 | Police Hat | Clothes | 2000 | You're under arrest… for having too much style! | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1399 | 699 | Fedora | Clothes | 2000 | A stylish hat filled to the brim with class! | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1401 | 700 | Poop Hat | Clothes | 2000 | Haven't you always wanted to wear poop on your head? | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1403 | 701 | Clown Hat | Clothes | 2000 | Follow your dreams of joining the circus with this kooky cap! | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1405 | 702 | The Cat's Hat | Clothes | 2000 | Would you wear it in a box? Would you wear it with a fox? | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1407 | 703 | Straw Hat | Clothes | 2000 | This hat can protect you from nasty bugs or help you become a pirate! | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1409 | 704 | Beret | Clothes | 2000 | Be an artist with this fancy chapeau! | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1411 | 705 | Beanie | Clothes | 2000 | Fly around the region, or at least pretend to, with this cool cap! | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1413 | 706 | Youngster Cap | Clothes | 2000 | Show off just how cool you are by wearing this hat sideways! | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1415 | 707 | Quartz Flute | Key Items | 0 | A flute made out of shimmering quartz. When it is played, Mew will appear. | Use from bag | Not usable in battle | Key Item | 0 | 100 | 101
1417 | 708 | Eevite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Eevee hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1419 | 709 | Marowite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Marowak hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1421 | 710 | Flygonite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Flygon hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1423 | 711 | Shiftrite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Shiftry hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1425 | 712 | Donphanite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Donphan hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1427 | 713 | Sablenite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Sableye hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1429 | 714 | Altarianite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Altaria hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1431 | 715 | Salamencite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Salamence hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1433 | 716 | Metagrossite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Metagross hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1435 | 717 | Lopunnite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Lopunny hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1437 | 718 | Audinite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Audino hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1439 | 719 | D. Charizardite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Delta Charizard hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1441 | 720 | D. Venusaurite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Delta Venusaur hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1443 | 721 | D. Blastoisinite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Delta Blastoise hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1445 | 722 | Slowbronite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Slowbro hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1447 | 723 | Pixie Plate | Items | 1000 | An item to be held by a Pokémon. It is a stone tablet that boosts the power of Fairy-type moves. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1449 | 724 | Jumpsuit | Clothes | 2000 | The suit you wore when you woke up, with your memories gone. It's still pretty stylish. | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1451 | 725 | Purple Pack | Clothes | 2000 | It's been with you for as long as you can remember. It carries a heck of a lot! | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1453 | 726 | Jumppants | Clothes | 2000 | The pants you wore when you woke up, with your memories gone. It's still pretty stylish. | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1455 | 727 | Jumpshoes | Clothes | 2000 | You've been wearing these for a while. They're kind of uncomfortable, but they work. | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1457 | 728 | Etigirafarigite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Girafarig hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1459 | 729 | Sunflorite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Sunflora hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1461 | 730 | Null Item | Items | 1000 | One variety of the mysterious Mega Stones. Have Sunflora hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1463 | 731 | Red Shirt | Clothes | 2000 | A plain red shirt. Sometimes, simplicity is best! | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1465 | 732 | Blue Shirt | Clothes | 2000 | A plain blue shirt. Sometimes, simplicity is best! | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1467 | 733 | Green Shirt | Clothes | 2000 | A plain green shirt. Sometimes, simplicity is best! | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1469 | 734 | Purple Shirt | Clothes | 2000 | A plain purple shirt. Sometimes, simplicity is best! | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1471 | 735 | Black Shirt | Clothes | 2000 | A plain black shirt. Sometimes, simplicity is best! | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1473 | 736 | Orange Shirt | Clothes | 2000 | A plain orange shirt. Sometimes, simplicity is best! | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1475 | 737 | Pink Shirt | Clothes | 2000 | A plain pink shirt. Sometimes, simplicity is best! | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1477 | 738 | Yellow Shirt | Clothes | 2000 | A plain yellow shirt. Sometimes, simplicity is best! | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1479 | 739 | Diancite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Diancie hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1481 | 740 | Crobatite | Items | 1000 | One variety of the mysterious Mega Stones. Have Crobat hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1483 | 741 | Groudonite | Items | 1000 | One variety of the mysterious Mega Stones. Have Groudon hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1485 | 742 | Kyogrite O | Items | 1000 | One variety of the mysterious Mega Stones. Have Kyogre hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1487 | 743 | Zoronite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Zoroark hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1489 | 744 | D. Bisharpite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Delta Bisharp hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1491 | 745 | Stunfiskite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Stunfisk hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1493 | 746 | Florgite | Items | 1000 | One variety of the mysterious Mega Stones. Have Florges hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1495 | 747 | Zebstrikite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Zebstrika hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1497 | 748 | D. Gardevoirite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Delta Gardevoir hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1499 | 749 | Kingdrite | Items | 1000 | One variety of the mysterious Mega Stones. Have Kingdra hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1501 | 750 | Victreebite | Items | 1000 | One variety of the mysterious Mega Stones. Have Victreebel hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1503 | 751 | Magmortite | Items | 1000 | One variety of the mysterious Mega Stones. Have Magmortar hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1505 | 752 | Zekrom Armor | Items | 10000 | A special set of armor that is designed for Zekrom. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1507 | 753 | Tyranitar Armor | Items | 10000 | A special set of armor that is designed for Tyranitar. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1509 | 754 | Leavanny Armor | Items | 10000 | A special set of armor that is designed for Leavanny. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1511 | 755 | Flygon Armor | Items | 10000 | A special set of armor that is designed for Flygon. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1513 | 756 | Cameruptite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Camerupt hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1515 | 757 | Sharpedonite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Sharpedo hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1517 | 758 | Pidgeotite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Pidgeot hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1519 | 759 | Beedrillite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Beedrill hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1521 | 760 | Glalitite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Glalie hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1523 | 761 | Steelixite (Fire) | Mail | 10000 | One variety of the mysterious Mega Stones. Have Steelix hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1525 | 762 | Galladite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Gallade hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1527 | 763 | Rayquazite | Items | 1000 | One variety of the mysterious Mega Stones. Have Rayquaza hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1529 | 764 | Green Pack | Clothes | 2000 | A fantastic green pack. It looks great! | Use from bag | Not usable in battle | Regular | 0 | 100 | 101
1531 | 765 | Safety Goggles | Items | 200 | This item protects Pokemon from sandstorm and powder-based moves. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
1533 | 766 | Jirachite | Mail | 10000 | One variety of the mysterious Mega Stones. Have Jirachi hold it, and this stone will enable it to Mega Evolve. | Cannot be used from bag | Not usable in battle | Regular | 0 | 100 | 101
