# Pokemon Insurgence Species Data (generated by generate_pokemon_data.py)
# ID | Name | Type1 | Type2 | Stage | Rarity | BaseHP | BaseAtk | BaseDef | BaseSpA | BaseSpD | BaseSpe | GrowthRate | Kind | PokedexEntry | Color | Habitat | GenderRate | Happiness | StepsToHatch | Height | Weight | BaseEXP | EVHP | EVAtk | EVDef | EVSpA | EVSpD | EVSpe | Ability1 | Ability2 | HiddenAbility | EggGroup1 | EggGroup2 | CatchRate
1 | Bulbasaur | Grass | Poison | 1 | Common | 45 | 49 | 49 | 65 | 65 | 45 | medium-slow | Seed | Bulbasaur can be seen napping in bright sunlight. There is a seed on its back. By soaking up the sun's rays, the seed grows progressively larger. | Green |  | Female 12.5% | 70 | 5355 | 7 | 69 | 64 | 0 | 0 | 0 | 1 | 0 | 0 | Overgrow |  | Chlorophyll | Monster | Grass | 45
69 | Bellsprout | Grass | Poison | 1 | Common | 50 | 75 | 35 | 70 | 30 | 40 | medium-slow | Flower | A Bellsprout's thin and flexible body lets it bend and sway to avoid any attack, however strong it may be. From its mouth, it leaks a fluid that melts even iron. | Green | Grassland | Female 50% | 70 | 5355 | 7 | 40 | 60 | 0 | 1 | 0 | 0 | 0 | 0 | Chlorophyll |  | Gluttony | Grass |  | 255
70 | Weepinbell | Grass | Poison | 2 | Common | 65 | 90 | 50 | 85 | 45 | 55 | medium-slow | Flycatcher | At night, a Weepinbell hangs on to a tree branch with its hooked rear and sleeps. If it moves around in its sleep, it may wake up to find itself on the ground. | Green | Grassland | Female 50% | 70 | 5355 | 10 | 64 | 137 | 0 | 2 | 0 | 0 | 0 | 0 | Chlorophyll |  | Gluttony | Grass |  | 120
71 | Victreebel | Grass | Poison | 3 | Common | 80 | 105 | 65 | 100 | 70 | 70 | medium-slow | Flycatcher | The long vine extending from its head is waved about as if it were a living thing to attract prey. When an unsuspecting victim approaches, it is swallowed whole. | Green | Grassland | Female 50% | 70 | 5355 | 17 | 155 | 216 | 0 | 3 | 0 | 0 | 0 | 0 | Chlorophyll |  | Gluttony | Grass |  | 45
72 | Tentacool | Water | Poison | 1 | Common | 40 | 40 | 35 | 50 | 100 | 70 | slow | Jellyfish | Its body is almost entirely composed of water. It ensnares its foe with its two long tentacles, then stabs with the poison stingers at their tips. | Blue | WatersEdge | Female 50% | 70 | 5355 | 9 | 455 | 67 | 0 | 0 | 0 | 0 | 1 | 0 | Clear Body | Liquid Ooze | Rain Dish | Water3 |  | 190
73 | Tentacruel | Water | Poison | 2 | Common | 80 | 70 | 65 | 80 | 120 | 100 | slow | Jellyfish | It lives in complex rock formations on the ocean floor and traps prey using its 80 tentacles. Its red orbs glow when it grows excited or agitated. | Blue | WatersEdge | Female 50% | 70 | 5355 | 16 | 550 | 180 | 0 | 0 | 0 | 0 | 2 | 0 | Clear Body | Liquid Ooze | Rain Dish | Water3 |  | 60
74 | Geodude | Rock | Ground | 1 | Common | 40 | 80 | 100 | 30 | 30 | 20 | medium-slow | Rock | It climbs mountain paths using only the power of its arms. Because they look just like boulders lining paths, hikers may step on them without noticing. | Brown | Cave | Female 50% | 70 | 4080 | 4 | 200 | 60 | 0 | 0 | 1 | 0 | 0 | 0 | Rock Head | Sturdy | Sand Veil | Mineral |  | 255
75 | Graveler | Rock | Ground | 2 | Common | 55 | 95 | 115 | 45 | 45 | 35 | medium-slow | Rock | They descend from mountains by tumbling down steep slopes. They are so brutal, they smash aside obstructing trees and massive boulders with thunderous tackles. | Brown | Cave | Female 50% | 70 | 4080 | 10 | 1050 | 137 | 0 | 0 | 2 | 0 | 0 | 0 | Rock Head | Sturdy | Sand Veil | Mineral |  | 120
76 | Golem | Rock | Ground | 3 | Common | 80 | 120 | 130 | 55 | 65 | 45 | medium-slow | Megaton | It is said to live in volcanic craters on mountain peaks. Once a year, it sheds its hide and grows larger. The shed hide crumbles and returns to the soil. | Brown | Cave | Female 50% | 70 | 4080 | 14 | 3000 | 218 | 0 | 0 | 3 | 0 | 0 | 0 | Rock Head | Sturdy | Sand Veil | Mineral |  | 45
77 | Ponyta | Fire |  | 1 | Common | 50 | 85 | 55 | 65 | 65 | 90 | medium-fast | Fire Horse | A Ponyta is very weak at birth. It can barely stand up. Its legs become stronger as it stumbles and falls while trying to keep up with its parent. | Yellow |  | Female 50% | 70 | 5355 | 10 | 300 | 82 | 0 | 0 | 0 | 0 | 0 | 1 | Run Away | Flash Fire | Flame Body | Field |  | 190
78 | Rapidash | Fire |  | 2 | Common | 65 | 100 | 70 | 80 | 80 | 105 | medium-fast | Fire Horse | It usually canters casually in the fields and plains. But once a Rapidash turns serious, its fiery manes flare and blaze as it gallops its way up to 150 mph. | Yellow |  | Female 50% | 70 | 5355 | 17 | 950 | 175 | 0 | 0 | 0 | 0 | 0 | 2 | Run Away | Flash Fire | Flame Body | Field |  | 60
79 | Slowpoke | Water | Psychic | 1 | Common | 90 | 65 | 65 | 40 | 40 | 15 | medium-fast | Dopey | It catches prey by dipping its tail in water at the side of a river. But it often forgets what it is doing and spends entire days just loafing at water's edge. | Pink | Forest | Female 50% | 70 | 5355 | 12 | 360 | 63 | 1 | 0 | 0 | 0 | 0 | 0 | Oblivious | Own Tempo | Regenerator | Monster | Water1 | 190
80 | Slowbro | Water | Psychic | 2 | Common | 95 | 75 | 110 | 100 | 80 | 30 | medium-fast | Hermit Crab | Its tail has a Shellder firmly attached with a bite. As a result, the tail can't be used for fishing anymore. This forces it to reluctantly swim and catch prey. | Pink | Forest | Female 50% | 70 | 5355 | 16 | 785 | 172 | 0 | 0 | 2 | 0 | 0 | 0 | Oblivious | Own Tempo | Regenerator | Monster | Water1 | 75
81 | Magnemite | Electric | Steel | 1 | Common | 25 | 35 | 70 | 95 | 55 | 45 | medium-fast | Magnet | The units at its sides are extremely powerful magnets. They generate enough magnetism to draw in iron objects from over 300 feet away. | Gray | Mountain | Genderless | 70 | 5355 | 3 | 60 | 89 | 0 | 0 | 0 | 1 | 0 | 0 | Magnet Pull | Sturdy | Analytic | Mineral |  | 190
82 | Magneton | Electric | Steel | 2 | Common | 50 | 60 | 95 | 120 | 70 | 70 | medium-fast | Magnet | It is actually three Magnemite linked by magnetism. It generates powerful radio waves that raise temperatures by 3.6 degrees F within a 3,300-foot radius. | Gray | Mountain | Genderless | 70 | 5355 | 10 | 600 | 163 | 0 | 0 | 0 | 2 | 0 | 0 | Magnet Pull | Sturdy | Analytic | Mineral |  | 60
83 | Farfetch'd | Normal | Flying | 1 | Common | 52 | 65 | 55 | 58 | 62 | 60 | medium-fast | Wild Duck | It is always seen with a stick from a plant. Apparently, there are good sticks and bad sticks. This Pokémon occasionally fights with others over choice sticks. | Brown |  | Female 50% | 70 | 5355 | 8 | 150 | 123 | 0 | 1 | 0 | 0 | 0 | 0 | Keen Eye | Inner Focus | Defiant | Flying | Field | 45
84 | Doduo | Normal | Flying | 1 | Common | 35 | 85 | 45 | 35 | 35 | 75 | medium-fast | Twin Bird | Even while eating or sleeping, one of the heads remains always vigilant for any sign of danger. When threatened, it flees at over 60 miles per hour. | Brown |  | Female 50% | 70 | 5355 | 14 | 392 | 62 | 0 | 1 | 0 | 0 | 0 | 0 | Run Away | Early Bird | Tangled Feet | Flying |  | 190
85 | Dodrio | Normal | Flying | 2 | Common | 60 | 110 | 70 | 60 | 60 | 100 | medium-fast | Triple Bird | A peculiar Pokémon species with three heads. It vigorously races across grassy plains even in arid seasons with little rainfall. | Brown |  | Female 50% | 70 | 5355 | 18 | 852 | 161 | 0 | 2 | 0 | 0 | 0 | 0 | Run Away | Early Bird | Tangled Feet | Flying |  | 45
86 | Seel | Water |  | 1 | Common | 65 | 45 | 55 | 45 | 70 | 45 | medium-fast | Sea Lion | Seel hunt for prey in frigid, ice-covered seas. When it needs to breathe, it punches a hole through the ice with the sharply protruding section of its head. | White | WatersEdge | Female 50% | 70 | 5355 | 11 | 900 | 65 | 0 | 0 | 0 | 0 | 1 | 0 | Thick Fat | Hydration | Ice Body | Water1 | Field | 190
87 | Dewgong | Water | Ice | 2 | Common | 90 | 70 | 80 | 70 | 95 | 70 | medium-fast | Sea Lion | It loves to snooze on bitterly cold ice. The sight of this Pokémon sleeping on a glacier was mistakenly thought to be a mermaid by a mariner long ago. | White | WatersEdge | Female 50% | 70 | 5355 | 17 | 1200 | 166 | 0 | 0 | 0 | 0 | 2 | 0 | Thick Fat | Hydration | Ice Body | Water1 | Field | 75
88 | Grimer | Poison |  | 1 | Common | 80 | 80 | 50 | 40 | 50 | 25 | medium-fast | Sludge | Born from polluted sludge in the sea, Grimer's favorite food is anything filthy. They feed on wastewater pumped out from factories. | Purple | RoughTerrain | Female 50% | 70 | 5355 | 9 | 300 | 65 | 1 | 0 | 0 | 0 | 0 | 0 | Stench | Sticky Hold | Poison Touch | Amorphous |  | 190
89 | Muk | Poison |  | 2 | Common | 105 | 105 | 75 | 65 | 100 | 50 | medium-fast | Sludge | It prefers warm and humid habitats. In the summertime, the toxic substances in its body intensify, making Muk reek like putrid kitchen garbage. | Purple | RoughTerrain | Female 50% | 70 | 5355 | 12 | 300 | 175 | 1 | 1 | 0 | 0 | 0 | 0 | Stench | Sticky Hold | Poison Touch | Amorphous |  | 75
90 | Shellder | Water |  | 1 | Common | 30 | 65 | 100 | 45 | 25 | 40 | slow | Bivalve | At night, it burrows a hole in the seafloor with its broad tongue to make a place to sleep. While asleep, it closes its shell, but leaves its tongue hanging out. | Purple | WatersEdge | Female 50% | 70 | 5355 | 3 | 40 | 61 | 0 | 0 | 1 | 0 | 0 | 0 | Shell Armor | Skill Link | Overcoat | Water3 |  | 190
91 | Cloyster | Water | Ice | 2 | Common | 50 | 95 | 180 | 85 | 45 | 70 | slow | Bivalve | It swims in the sea by swallowing water, then jetting it out toward the rear. The Cloyster shoots spikes from its shell using the same system. | Purple | WatersEdge | Female 50% | 70 | 5355 | 15 | 1325 | 184 | 0 | 0 | 2 | 0 | 0 | 0 | Shell Armor | Skill Link | Overcoat | Water3 |  | 60
92 | Gastly | Ghost | Poison | 1 | Common | 30 | 35 | 30 | 100 | 35 | 80 | medium-slow | Gas | When exposed to a strong wind, a Gastly's gaseous body quickly dwindles away. They cluster under the eaves of houses to escape the ravages of wind. | Purple | Sea | Female 50% | 70 | 5355 | 13 | 1 | 62 | 0 | 0 | 0 | 1 | 0 | 0 | Levitate |  |  | Amorphous |  | 190
93 | Haunter | Ghost | Poison | 2 | Common | 45 | 50 | 45 | 115 | 55 | 95 | medium-slow | Gas | If a Haunter beckons you while it is floating in darkness, don't approach it. This Pokémon will try to lick you with its tongue and steal your life away. | Purple | Sea | Female 50% | 70 | 5355 | 16 | 1 | 142 | 0 | 0 | 0 | 2 | 0 | 0 | Levitate |  |  | Amorphous |  | 90
94 | Gengar | Ghost | Poison | 3 | Common | 60 | 65 | 60 | 130 | 75 | 110 | medium-slow | Shadow | Deep in the night, your shadow cast by a streetlight may suddenly overtake you. It is actually a Gengar running past you, pretending to be your shadow. | Purple | Sea | Female 50% | 70 | 5355 | 15 | 405 | 225 | 0 | 0 | 0 | 3 | 0 | 0 | Levitate |  |  | Amorphous |  | 45
95 | Onix | Rock | Ground | 1 | Common | 35 | 45 | 160 | 30 | 45 | 70 | medium-fast | Rock Snake | There is a magnet in its brain that prevents an Onix from losing direction while tunneling. As it grows older, its body becomes steadily rounder and smoother. | Gray | Sea | Female 50% | 70 | 6630 | 88 | 2100 | 77 | 0 | 0 | 1 | 0 | 0 | 0 | Rock Head | Sturdy | Weak Armor | Mineral |  | 45
96 | Drowzee | Psychic |  | 1 | Common | 60 | 48 | 45 | 43 | 90 | 42 | medium-fast | Hypnosis | If your nose becomes itchy while you are sleeping, it's a sure sign that a Drowzee is standing above your pillow and trying to eat your dream through your nostrils. | Yellow |  | Female 50% | 70 | 5355 | 10 | 324 | 66 | 0 | 0 | 0 | 0 | 1 | 0 | Insomnia | Forewarn | Inner Focus | Humanlike |  | 190
97 | Hypno | Psychic |  | 2 | Common | 85 | 73 | 70 | 73 | 115 | 67 | medium-fast | Hypnosis | The arcing movement and glitter of the pendulum in a Hypno's hand lull the foe into deep hypnosis. While searching for prey, it polishes the pendulum. | Yellow |  | Female 50% | 70 | 5355 | 16 | 756 | 169 | 0 | 0 | 0 | 0 | 2 | 0 | Insomnia | Forewarn | Inner Focus | Humanlike |  | 75
98 | Krabby | Water |  | 1 | Common | 30 | 105 | 90 | 25 | 25 | 50 | medium-fast | River Crab | Krabby live in holes dug into beaches. On sandy shores with little in the way of food, they can be seen squabbling with each other over territory. | Red | Forest | Female 50% | 70 | 5355 | 4 | 65 | 65 | 0 | 1 | 0 | 0 | 0 | 0 | Hyper Cutter | Shell Armor | Sheer Force | Water3 |  | 225
99 | Kingler | Water |  | 2 | Common | 55 | 130 | 115 | 50 | 50 | 75 | medium-fast | Pincer | It waves its huge, oversized claw in the air to communicate with others. But since the claw is so heavy, this Pokémon quickly tires. | Red | Forest | Female 50% | 70 | 5355 | 13 | 600 | 166 | 0 | 2 | 0 | 0 | 0 | 0 | Hyper Cutter | Shell Armor | Sheer Force | Water3 |  | 60
100 | Voltorb | Electric |  | 1 | Common | 40 | 30 | 50 | 55 | 55 | 100 | medium-fast | Ball | It bears an uncanny and unexplained resemblance to a Poké Ball. Because it explodes at the slightest shock, even veteran trainers treat it with caution. | Red | RoughTerrain | Genderless | 70 | 5355 | 5 | 104 | 66 | 0 | 0 | 0 | 0 | 0 | 1 | Soundproof | Static | Aftermath | Mineral |  | 190
101 | Electrode | Electric |  | 2 | Common | 60 | 50 | 70 | 80 | 80 | 140 | medium-fast | Ball | They appear in great numbers at electric power plants. Because they feed on electricity, they cause massive and chaotic blackouts in nearby cities. | Red | RoughTerrain | Genderless | 70 | 5355 | 12 | 666 | 168 | 0 | 0 | 0 | 0 | 0 | 2 | Soundproof | Static | Aftermath | Mineral |  | 60
102 | Exeggcute | Grass | Psychic | 1 | Common | 60 | 40 | 80 | 60 | 45 | 40 | slow | Egg | It consists of six eggs that care for each other. The eggs attract each other and spin around. When cracks increasingly appear, it is close to evolution. | Pink | Grassland | Female 50% | 70 | 5355 | 4 | 25 | 65 | 0 | 0 | 1 | 0 | 0 | 0 | Chlorophyll |  | Harvest | Grass |  | 90
103 | Exeggutor | Grass | Psychic | 2 | Common | 95 | 95 | 85 | 125 | 65 | 55 | slow | Coconut | Originally from the tropics, Exeggutor's heads grow larger from exposure to strong sunlight. It is said that when the heads fall, they group to form an Exeggcute. | Yellow | Grassland | Female 50% | 70 | 5355 | 20 | 1200 | 182 | 0 | 0 | 0 | 2 | 0 | 0 | Chlorophyll |  | Harvest | Grass |  | 45
104 | Cubone | Ground |  | 1 | Common | 50 | 50 | 95 | 40 | 50 | 35 | medium-fast | Lonely | It pines for the mother it will never see again. Seeing a likeness of its mother in the full moon, it cries. The stains on the skull it wears are from its tears. | Brown | Cave | Female 50% | 70 | 5355 | 4 | 65 | 64 | 0 | 0 | 1 | 0 | 0 | 0 | Rock Head | Lightning Rod | Battle Armor | Monster |  | 190
105 | Marowak | Ground |  | 2 | Common | 60 | 80 | 110 | 50 | 80 | 45 | medium-fast | Bone Keeper | A Marowak is the evolved form of a Cubone that has grown tough by overcoming the grief of losing its mother. Its tempered and hardened spirit is not easily broken. | Brown | Cave | Female 50% | 70 | 5355 | 10 | 450 | 149 | 0 | 0 | 2 | 0 | 0 | 0 | Rock Head | Lightning Rod | Battle Armor | Monster |  | 75
106 | Hitmonlee | Fighting |  | 2 | Common | 50 | 120 | 53 | 35 | 110 | 87 | medium-fast | Kicking | Its legs freely stretch and contract. Using these springlike limbs, it bowls over foes with devastating kicks. After battle, it rubs down its tired legs. | Brown | RoughTerrain | Always male | 70 | 6630 | 15 | 498 | 159 | 0 | 2 | 0 | 0 | 0 | 0 | Limber | Reckless | Unburden | Humanlike |  | 45
107 | Hitmonchan | Fighting |  | 2 | Common | 50 | 105 | 79 | 35 | 110 | 76 | medium-fast | Punching | A Hitmonchan is said to possess the spirit of a boxer who aimed to become the world champion. Having an indomitable spirit means that it will never give up. | Brown | RoughTerrain | Always male | 70 | 6630 | 14 | 502 | 159 | 0 | 0 | 0 | 0 | 2 | 0 | Keen Eye | Iron Fist | Inner Focus | Humanlike |  | 45
108 | Lickitung | Normal |  | 1 | Common | 90 | 55 | 75 | 60 | 75 | 30 | medium-fast | Licking | Whenever it sees something unfamiliar, it always licks the object because it memorizes things by texture and taste. It is somewhat put off by sour things. | Pink |  | Female 50% | 70 | 5355 | 12 | 655 | 77 | 2 | 0 | 0 | 0 | 0 | 0 | Own Tempo | Oblivious | Cloud Nine | Monster |  | 45
109 | Koffing | Poison |  | 1 | Common | 40 | 65 | 95 | 60 | 45 | 35 | medium-fast | Poison Gas | Getting up close to a Koffing will give you a chance to observe, through its thin skin, the toxic gases swirling inside. It blows up at the slightest stimulation. | Purple | RoughTerrain | Female 50% | 70 | 5355 | 6 | 10 | 68 | 0 | 0 | 1 | 0 | 0 | 0 | Levitate |  |  | Amorphous |  | 190
110 | Weezing | Poison |  | 2 | Common | 65 | 90 | 120 | 85 | 70 | 60 | medium-fast | Poison Gas | By diluting its toxic gases with a special process, the highest grade of perfume can be extracted. To Weezing, gases emanating from garbage are the ultimate feast. | Purple | RoughTerrain | Female 50% | 70 | 5355 | 12 | 95 | 172 | 0 | 0 | 2 | 0 | 0 | 0 | Levitate |  |  | Amorphous |  | 60
111 | Rhyhorn | Ground | Rock | 1 | Common | 80 | 85 | 95 | 30 | 30 | 25 | slow | Spikes | Once it starts running, it doesn't stop. Its tiny brain makes it so stupid that it can't remember why it started running in the first place. | Gray | Mountain | Female 50% | 70 | 5355 | 10 | 1150 | 69 | 0 | 0 | 1 | 0 | 0 | 0 | Lightning Rod | Rock Head | Reckless | Monster | Field | 120
112 | Rhydon | Ground | Rock | 2 | Common | 105 | 130 | 120 | 45 | 45 | 40 | slow | Drill | Its horn, which rotates like a drill, destroys tall buildings with one strike. It stands on its hind legs, and its brain is well developed. | Gray | Mountain | Female 50% | 70 | 5355 | 19 | 1200 | 170 | 0 | 2 | 0 | 0 | 0 | 0 | Lightning Rod | Rock Head | Reckless | Monster | Field | 60
113 | Chansey | Normal |  | 2 | Common | 250 | 5 | 5 | 35 | 105 | 50 | fast | Egg | Chansey lay nutritionally excellent eggs every day. The eggs are so delicious, they are eagerly devoured by even those who have lost their appetite. | Pink | RoughTerrain | Always female | 140 | 10455 | 11 | 346 | 395 | 2 | 0 | 0 | 0 | 0 | 0 | Natural Cure | Serene Grace | Healer | Fairy |  | 30
114 | Tangela | Grass |  | 1 | Common | 65 | 55 | 115 | 100 | 40 | 60 | medium-fast | Vine | Its vines snap off easily and painlessly if they are grabbed, allowing it to make a quick getaway. The lost vines are replaced by new growth the very next day. | Blue |  | Female 50% | 70 | 5355 | 10 | 350 | 87 | 0 | 0 | 1 | 0 | 0 | 0 | Chlorophyll | Leaf Guard | Regenerator | Grass |  | 45
115 | Kangaskhan | Normal |  | 1 | Common | 105 | 95 | 80 | 40 | 80 | 90 | medium-fast | Parent | If you come across a young Kangaskhan playing by itself, never try to catch it. The baby's parent is sure to be in the area, and it will become violently enraged. | Brown |  | Always female | 70 | 5355 | 22 | 800 | 172 | 2 | 0 | 0 | 0 | 0 | 0 | Early Bird | Scrappy | Inner Focus | Monster |  | 45
116 | Horsea | Water |  | 1 | Common | 30 | 40 | 70 | 70 | 25 | 60 | medium-fast | Dragon | By cleverly flicking the fins on its back side to side, it moves in any direction while facing forward. It spits ink to escape if it senses danger. | Blue | WatersEdge | Female 50% | 70 | 5355 | 4 | 80 | 59 | 0 | 0 | 0 | 1 | 0 | 0 | Swift Swim | Sniper | Damp | Water1 | Dragon | 225
117 | Seadra | Water |  | 2 | Common | 55 | 65 | 95 | 95 | 45 | 85 | medium-fast | Dragon | The poisonous barbs all over its body are highly valued as ingredients for making traditional herbal medicine. It shows no mercy to anything approaching its nest. | Blue | WatersEdge | Female 50% | 70 | 5355 | 12 | 250 | 154 | 0 | 0 | 1 | 1 | 0 | 0 | Poison Point | Sniper | Damp | Water1 | Dragon | 75
118 | Goldeen | Water |  | 1 | Common | 45 | 67 | 60 | 35 | 50 | 63 | medium-fast | Goldfish | In the springtime, schools of Goldeen can be seen swimming up falls and rivers. It metes out staggering damage with its single horn. | Red | Forest | Female 50% | 70 | 5355 | 6 | 150 | 64 | 0 | 1 | 0 | 0 | 0 | 0 | Swift Swim | Water Veil | Lightning Rod | Water2 |  | 225
119 | Seaking | Water |  | 2 | Common | 80 | 92 | 65 | 65 | 80 | 68 | medium-fast | Goldfish | It punches holes in boulders on stream- beds. This is a clever innovation that prevents its eggs from being attacked or washed away by the current. | Red | Forest | Female 50% | 70 | 5355 | 13 | 390 | 158 | 0 | 2 | 0 | 0 | 0 | 0 | Swift Swim | Water Veil | Lightning Rod | Water2 |  | 60
